Profile results for alpha_beta:
         36972491 function calls (36797567 primitive calls) in 13.731 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    39989    0.008    0.000    0.008    0.000 {built-in method builtins.max}
     2885    0.001    0.000    0.002    0.000 /Users/elean/Documents/GitHub/projektSKI/src/moveGenerator.py:219(<lambda>)
     2885    0.001    0.000    0.001    0.000 /Users/elean/Documents/GitHub/projektSKI/src/moveGenerator.py:217(<lambda>)
     2716    0.001    0.000    0.001    0.000 /Users/elean/Documents/GitHub/projektSKI/src/moveGenerator.py:213(<lambda>)
     1593    0.000    0.000    0.001    0.000 /Users/elean/Documents/GitHub/projektSKI/src/moveGenerator.py:215(<lambda>)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000   13.731   13.731 /Users/elean/Documents/GitHub/projektSKI/src/alpha_beta.py:38(search)
        1    0.000    0.000   13.731   13.731 /Users/elean/Documents/GitHub/projektSKI/src/play.py:27(<lambda>)


