Profile results for alphaBetaMax:
         48301812 function calls (48274081 primitive calls) in 18.553 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    55506    0.018    0.000    0.018    0.000 {method 'copy' of 'numpy.ndarray' objects}
   111012    0.018    0.000    0.018    0.000 {built-in method builtins.bin}
    54261    0.013    0.000    0.022    0.000 /Users/elean/Documents/GitHub/projektSKI/src/moveGenerator.py:354(<lambda>)
    54026    0.013    0.000    0.022    0.000 /Users/elean/Documents/GitHub/projektSKI/src/moveGenerator.py:355(<lambda>)
    57007    0.013    0.000    0.022    0.000 /Users/elean/Documents/GitHub/projektSKI/src/moveGenerator.py:357(<lambda>)
    54668    0.012    0.000    0.022    0.000 /Users/elean/Documents/GitHub/projektSKI/src/moveGenerator.py:352(<lambda>)
    27753    0.011    0.000    0.119    0.000 /Users/elean/Documents/GitHub/projektSKI/src/model.py:13(sort)
    35000    0.011    0.000    0.017    0.000 /opt/homebrew/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/enum.py:726(__call__)
    27752    0.009    0.000    0.009    0.000 {built-in method time.time}
    29062    0.006    0.000    0.011    0.000 /Users/elean/Documents/GitHub/projektSKI/src/moveGenerator.py:353(<lambda>)
    35000    0.006    0.000    0.006    0.000 /opt/homebrew/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/enum.py:1129(__new__)
    27753    0.005    0.000    0.005    0.000 /Users/elean/Documents/GitHub/projektSKI/src/moveGenerator.py:389(_getAllKnights)
    27753    0.005    0.000    0.007    0.000 /Users/elean/Documents/GitHub/projektSKI/src/model.py:17(__init__)
    27753    0.005    0.000    0.007    0.000 /Users/elean/Documents/GitHub/projektSKI/src/model.py:171(__init__)
     1772    0.000    0.000    0.001    0.000 /Users/elean/Documents/GitHub/projektSKI/src/moveGenerator.py:349(<lambda>)
     1536    0.000    0.000    0.001    0.000 /Users/elean/Documents/GitHub/projektSKI/src/moveGenerator.py:347(<lambda>)
      604    0.000    0.000    0.000    0.000 /Users/elean/Documents/GitHub/projektSKI/src/moveGenerator.py:350(<lambda>)
      422    0.000    0.000    0.000    0.000 /Users/elean/Documents/GitHub/projektSKI/src/moveGenerator.py:348(<lambda>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000   18.553   18.553 /Users/elean/Documents/GitHub/projektSKI/src/minmax.py:219(<lambda>)


