Profile results for minimaxMax:
         13070127 function calls (11464860 primitive calls) in 3.110 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     6210    0.003    0.000    0.003    0.000 {built-in method numpy.arange}
    12420    0.003    0.000    0.003    0.000 {method 'count' of 'str' objects}
     3105    0.003    0.000    0.630    0.000 /Users/elean/Documents/GitHub/projektSKI/src/moveGenerator.py:58(genMoves)
    24840    0.003    0.000    0.003    0.000 {built-in method builtins.getattr}
     6210    0.002    0.000    0.002    0.000 {method 'copy' of 'numpy.ndarray' objects}
     3105    0.002    0.000    0.002    0.000 /Users/elean/Documents/GitHub/projektSKI/src/moveGenerator.py:398(_getAllPawns)
    12420    0.002    0.000    0.002    0.000 {built-in method builtins.bin}
    36106    0.002    0.000    0.002    0.000 /Users/elean/Documents/GitHub/projektSKI/src/model.py:28(<lambda>)
     3105    0.001    0.000    0.009    0.000 /Users/elean/Documents/GitHub/projektSKI/src/model.py:26(sort)
     3273    0.001    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/enum.py:726(__call__)
    12420    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
     3104    0.001    0.000    0.001    0.000 {built-in method time.time}
     3273    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/enum.py:1129(__new__)
     3105    0.001    0.000    0.001    0.000 /Users/elean/Documents/GitHub/projektSKI/src/model.py:184(__init__)
     3105    0.001    0.000    0.001    0.000 /Users/elean/Documents/GitHub/projektSKI/src/model.py:30(__init__)
     3105    0.001    0.000    0.001    0.000 /Users/elean/Documents/GitHub/projektSKI/src/moveGenerator.py:411(_getAllKnights)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    3.110    3.110 /Users/elean/Documents/GitHub/projektSKI/src/minmax.py:219(<lambda>)


