Profile results for alphaBetaMax:
         665476 function calls (665155 primitive calls) in 0.260 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      367    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/enum.py:726(__call__)
      347    0.000    0.000    0.000    0.000 /Users/elean/Documents/GitHub/projektSKI/src/moveGenerator.py:353(_getAllKnights)
      367    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/enum.py:1129(__new__)
      346    0.000    0.000    0.000    0.000 {built-in method time.time}
      347    0.000    0.000    0.000    0.000 /Users/elean/Documents/GitHub/projektSKI/src/model.py:206(__init__)
      250    0.000    0.000    0.000    0.000 /Users/elean/Documents/GitHub/projektSKI/src/moveGenerator.py:300(<lambda>)
      321    0.000    0.000    0.000    0.000 /Users/elean/Documents/GitHub/projektSKI/src/model.py:21(__init__)
      154    0.000    0.000    0.000    0.000 /Users/elean/Documents/GitHub/projektSKI/src/moveGenerator.py:320(<lambda>)
      153    0.000    0.000    0.000    0.000 /Users/elean/Documents/GitHub/projektSKI/src/moveGenerator.py:322(<lambda>)
      150    0.000    0.000    0.000    0.000 /Users/elean/Documents/GitHub/projektSKI/src/moveGenerator.py:308(<lambda>)
      150    0.000    0.000    0.000    0.000 /Users/elean/Documents/GitHub/projektSKI/src/moveGenerator.py:302(<lambda>)
      125    0.000    0.000    0.000    0.000 /Users/elean/Documents/GitHub/projektSKI/src/moveGenerator.py:306(<lambda>)
      100    0.000    0.000    0.000    0.000 /Users/elean/Documents/GitHub/projektSKI/src/moveGenerator.py:304(<lambda>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.260    0.260 /Users/elean/Documents/GitHub/projektSKI/src/minmax.py:193(<lambda>)


